target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
myosin light chain kinase,1552,MYLK,Q15746,ENSG00000065534,,,,,,,Human,RKI-1447,8152,,,249565832,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,7.80999994277954,,IC50,,15.6300001144409,,=,"","","",23275831
myosin light chain kinase 2,1553,MYLK2,Q9H1R3,ENSG00000101306,,,,,,,Human,calmodulin,2351,CALM1|CALM2|CALM3,Human,135652052,Activator,Activation,"",Non-selective,t,,"",-,,,,-,,,,=,"","","",156362
myosin light chain kinase 2,1553,MYLK2,Q9H1R3,ENSG00000101306,,,,,,,Human,GSK2606414,6740,,,178103351,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,6.15000009536743,,IC50,,701,,=,"","","",22827572
Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,,,,,,,Human,chlorothiazide,4835,,,178101537,Inhibitor,Inhibition,"",Non-selective,f,t,"",-,,,,-,,,,=,"","","",
Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,,,,,,,Human,cyclothiazide,4167,,,178100987,Inhibitor,Inhibition,"",Non-selective,f,t,"",-,,,,-,,,,=,"","","",
Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,,,,,,,Human,hydrochlorothiazide,4836,,,178101538,Inhibitor,Inhibition,"",Non-selective,f,t,"",-,,,,-,,,,=,"","","",
Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,,,,,,,Human,metolazone,4838,,,178101540,Inhibitor,Inhibition,"",Non-selective,f,t,"",-,,,,-,,,,=,"","","",
NADPH oxidase 1,3001,NOX1,Q9Y5S8,ENSG00000007952,,,,,,,Human,compound 7c [PMID: 22041175],9931,,,363894225,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,7,,Ki,,101,,=,"","","",22041175
NADPH oxidase 1,3001,NOX1,Q9Y5S8,ENSG00000007952,,,,,,,Human,GKT136901,9935,,,363894229,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,6.80000019073486,,Ki,,160,,=,Cell free assay of ROS production by NOX1 membranes.,"","",20942471
NADPH oxidase 1,3001,NOX1,Q9Y5S8,ENSG00000007952,,,,,,,Human,GKT137831,9932,,,363894226,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,6.84999990463257,,Ki,,140,,=,"","","",22806357
NADPH oxidase 1,3001,NOX1,Q9Y5S8,ENSG00000007952,,,,,,,Human,NSC 780521,9933,,,363894227,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,5.98999977111816,,IC50,,1019,,=,Inhibition of PMA-induced superoxide production in HEK293 cells expressing hNOX1.,"","",28709950
NADPH oxidase 4,3004,NOX4,Q9NPH5,ENSG00000086991,,,,,,,Human,compound 7c [PMID: 22041175],9931,,,363894225,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,7.1399998664856,,Ki,,72,,=,"","","",22041175
NADPH oxidase 4,3004,NOX4,Q9NPH5,ENSG00000086991,,,,,,,Human,compound 87 [PMID: 20942471],9934,,,363894228,Inhibitor,Inhibition,"",Not Determined,f,t,"",pKi,,7.32999992370605,,Ki,,47,,=,Measured as inhibition of ROS production by hNOX4 in a cell free assay using membranes prepared from cells expressing hNOX4.,"","",20942471
NADPH oxidase 4,3004,NOX4,Q9NPH5,ENSG00000086991,,,,,,,Human,GKT136901,9935,,,363894229,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,6.78000020980835,,Ki,,165,,=,Cell free assay of ROS production by NOX4 membranes.,"","",20942471
NADPH oxidase 4,3004,NOX4,Q9NPH5,ENSG00000086991,,,,,,,Human,GKT137831,9932,,,363894226,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,6.96000003814697,,Ki,,110,,=,"","","",22806357
NADPH oxidase 5,3005,NOX5,Q96PH1,ENSG00000255346,,,,,,,Human,compound 7c [PMID: 22041175],9931,,,363894225,Inhibitor,Inhibition,"",Not Determined,f,f,"",pKi,,6.38000011444092,,Ki,,414,,=,"","","",22041175
NADPH oxidase 5,3005,NOX5,Q96PH1,ENSG00000255346,,,,,,,Human,GKT137831,9932,,,363894226,Inhibitor,Inhibition,"",Not Determined,f,f,"",pKi,,6.3899998664856,,Ki,,410,,=,"","","",22806357
NADPH oxidase 5,3005,NOX5,Q96PH1,ENSG00000255346,,,,,,,Human,NSC 780521,9933,,,363894227,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,6.6399998664856,,IC50,,229,,=,Inhibition of PMA-induced superoxide production by UACC-257 cells.,"","",28709950
Na<sub>vi</sub>2.1,750,NALCN,Q8IZF0,ENSG00000102452,,,,,,,Human,Cd<sup>2+</sup>,2440,,,135652732,Channel blocker,None,,Non-selective,f,,,pIC50,,3.8,,IC50,,150000,,,,,,
Na<sub>vi</sub>2.1,750,NALCN,Q8IZF0,ENSG00000102452,,,,,,,Human,Co<sup>2+</sup>,4160,,,178100980,Channel blocker,None,,Non-selective,f,,,pIC50,,3.6,,IC50,,260000,,,,,,
Na<sub>vi</sub>2.1,750,NALCN,Q8IZF0,ENSG00000102452,,,,,,,Human,Gd<sup>3+</sup>,2426,,,135652735,Channel blocker,None,,Non-selective,f,,,pIC50,,5.6,,IC50,,1400,,,,,,
Na<sub>vi</sub>2.1,750,NALCN,Q8IZF0,ENSG00000102452,,,,,,,Human,verapamil,2406,,,135651305,Channel blocker,None,,Non-selective,f,,,pIC50,,3.4,,IC50,,380000,,,,,,
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,batrachotoxin,2619,,,135652668,Activator,Activation,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,veratridine,2626,,,135652724,Activator,Activation,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,GNE-616,10355,,,,Channel blocker,Inhibition,"",Not Determined,f,f,"",pKd,,6,,Kd,,1000,,>,Kd determined in a Dynaflow Manual Patch Clamp experiment.,"","",30943032
Na<sub>v</sub>1.1,578,Scn1a,P04774,ENSRNOG00000005989,,,,,,,Rat,Hm1a,9553,,,336446939,Channel blocker,None,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",27281198
Na<sub>v</sub>1.1,578,Scn1a,P04774,ENSRNOG00000005989,,,,,,,Rat,&mu;-conotoxin SmIIIA,7567,,,223365903,Channel blocker,Pore blocker,"",Selective,f,f,"",pKi,,8.39999961853027,,-,,,,=,Two-microelectrode voltage clamp on rat Na<sub>v</sub>1.1 in <i>Xenopus</i> oocytes,"","",21652775
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,saxitoxin,2625,,,135652715,Channel blocker,Pore blocker,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Family selective,f,f,0.01,-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.1,578,Scn1a,P04774,ENSRNOG00000005989,,,,,,,Rat,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pKd,,8,,-,,,,=,"","","",9437003
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,AFT-II,2613,,,135651976,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,6.40000009536743,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,ATX-II,2614,,,135652003,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,8.19999980926514,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,Bc-III,2615,,,135652013,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,6.5,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,cangitoxin II,7568,,,223365904,Gating inhibitor,Slows inactivation,Inhibits inactivation,Selective,f,f,"",pEC50,,6.80000019073486,,EC50,,165,,=,hole-cell voltage clamp of human Na<sub>v</sub>1.1 expressed in human embryonic kidney cell line HEK293.,"","",21802465
Na<sub>v</sub>1.1,578,SCN1A,P35498,ENSG00000144285,,,,,,,Human,GNE-131,10003,,,374883890,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,7.34999990463257,,IC50,,45,,=,"IC50s were generated on a PatchXpress automated voltage-clamp platform, with the membrane potential maintained at a voltage yielding full inactivation of the channel.","","",29737846
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,batrachotoxin,2619,,,135652668,Activator,Agonist,"",Family selective,f,f,"",pKd,,9.10000038146973,,Kd,,0.794000029563904,,=,"","","",9811906
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,aconitine,2617,,,135652663,Activator,Partial agonist,"",Not Determined,f,f,"",pKd,,5.90000009536743,,-,,,,=,"","","",6114956
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,&beta;-scorpion toxin Css IV,2620,,,135652018,Activator,Partial agonist,"",,f,,"",pKd,,9.7,,,,,,,,,,9808476
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,veratridine,2626,,,135652724,Activator,Partial agonist,"",Family selective,f,f,"",pKd,,5.19999980926514,,Kd,,6310,,=,"","","",6114956
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,lacosamide,7472,,,187051775,Channel blocker,Antagonist,"",Family selective,f,f,"",pIC50,,4.51999998092651,,IC50,,30000,,=,"","","",24065921
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,GNE-616,10355,,,,Channel blocker,Inhibition,"",Not Determined,f,f,"",pKd,,7.92000007629395,,Kd,,12,,=,Kd determined in a Dynaflow Manual Patch Clamp experiment.,"","",30943032
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,etidocaine,2621,,,135650244,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,6,,-,,,,=,"","","",8085162
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,lamotrigine,2622,,,135650506,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,4.5,,-,,,,=,"","","",12604088|7491269
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,lidocaine,2623,,,135650521,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,5,,-,,,,=,"","","",8799190
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,&mu;-conotoxin SmIIIA,7567,,,223365903,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pKd,,8.89999961853027,,-,,,,=,"","","",21652775
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,phenytoin,2624,,,53801032,Channel blocker,Pore blocker,"",Not Determined,f,t,"",pIC50,,4.90000009536743,,-,,,,=,"","","",1658608
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,phenytoin,2624,,,53801032,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,4.69999980926514,,-,,,,=,"","","",8799190
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,saxitoxin,2625,,,135652715,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,8.80000019073486,,IC50,,1.70000004768372,,=,"","","",15815630
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,8,,IC50,,11.1999998092651,,=,"","","",15815630
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,AFT-II,2613,,,135651976,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,5.69999980926514,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,&alpha;-scorpion toxin 2,2618,,,135651986,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pKd,,8.69999980926514,,-,,,,=,"","","",8663157
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,&alpha;-scorpion toxin 2,2618,,,135651986,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,9.10000038146973,,-,,,,=,"","","",14978247
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,ATX-II,2614,,,135652003,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,8.10000038146973,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,Bc-III,2615,,,135652013,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,5.80000019073486,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.2,579,Scn2a,P04775,ENSRNOG00000005018,,,,,,,Rat,&delta;-hexatoxin-Mg1a,7569,,,223365905,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,4.5,,EC50,,,,=,"","","",19592486
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,huwentoxin IV,7570,,,223365906,Gating inhibitor,Voltage-dependent inhibition,"",Not Determined,f,f,"",pKd,,7.80000019073486,,-,,,,=,Automated patch clamp (QPatch) of transfected human embryonic kidney cells (HEK293),"","",23760503
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,protoxin II,7571,,,223365907,Gating inhibitor,Voltage-dependent inhibition,"",Selective,f,f,"",pKi,,7.40000009536743,,-,,,,=,Whole cell voltage clamp of transfected human embryonic kidney cells (HEK293),"","",18728100
Na<sub>v</sub>1.2,579,SCN2A,Q99250,ENSG00000136531,,,,,,,Human,GNE-131,10003,,,374883890,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,8.14999961853027,,IC50,,7,,=,"IC50s were generated on a PatchXpress automated voltage-clamp platform, with the membrane potential maintained at a voltage yielding full inactivation of the channel.","","",29737846
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,batrachotoxin,2619,,,135652668,Activator,None,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,veratridine,2626,,,135652724,Activator,None,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.3,580,Scn3a,P08104,ENSRNOG00000005007,,,,,,,Rat,lacosamide,7472,,,187051775,Channel blocker,Antagonist,"",Not Determined,f,f,"",pIC50,,3.40000009536743,,IC50,,415000,,=,"","","",18378801
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,GNE-616,10355,,,,Channel blocker,Inhibition,"",Not Determined,f,f,"",pKd,,6,,Kd,,1000,,>,Kd determined in a Dynaflow Manual Patch Clamp experiment.,"","",30943032
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,saxitoxin,2625,,,135652715,Channel blocker,Pore blocker,"",Family selective,f,f,"",-,,,,-,,,,=,"","","",
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,8.39999961853027,,IC50,,4,,=,"","","",11122339
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,PF‐06526290,9980,,,374883867,Gating inhibitor,Inhibition,"",Not Determined,f,f,"",pEC50,,8.96000003814697,,EC50,,1.10000002384186,,=,"","","",29791744
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,AFT-II,2613,,,135651976,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,,6.30000019073486,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,ATX-II,2614,,,135652003,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,,6.09999990463257,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.3,580,SCN3A,Q9NY46,ENSG00000153253,,,,,,,Human,Bc-III,2615,,,135652013,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,,5.80000019073486,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,&beta;-scorpion toxin TiTX&gamma;,2627,,,135652019,Activator,Agonist,"",,f,,0.05,-,,,,,,,,,,,,9048656
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,grayanotoxin III,2628,,,135652689,Activator,Agonist,"",,f,,300,-,,,,,,,,,,,,11562450
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,batrachotoxin,2619,,,135652668,Activator,Full agonist,"",Family selective,f,f,5,-,,,,-,,,,=,"","","",9482942
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,veratridine,2626,,,135652724,Activator,Partial agonist,"",Family selective,f,f,200,-,,,,-,,,,=,"","","",9482942
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,mexiletine,2629,,,135650603,Channel blocker,Antagonist,"",Not Determined,f,t,"",pIC50,,3.40000009536743,,-,,,,=,"","","",14608007
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,&mu;-conotoxin GIIIA,2630,,,135652309,Channel blocker,Antagonist,"",,f,,"",pIC50,7.7,,7.3,,,,,,,,,10627583|1325372
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,&mu;-conotoxin PIIIA,2631,,,135652310,Channel blocker,Antagonist,"",,f,,"",pIC50,,7.4,,,,,,,,,,10627583
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,GNE-616,10355,,,,Channel blocker,Inhibition,"",Not Determined,f,f,"",pKd,,6,,Kd,,1000,,>,Kd determined in a Dynaflow Manual Patch Clamp experiment.,"","",30943032
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,lidocaine,2623,,,135650521,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,2.70000004768372,,-,,,,=,"","","",10533585
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,&mu;-conotoxin GIIIA,2630,,,135652309,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,5.90000009536743,,IC50,,1200,,=,"","","",8058462
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,saxitoxin,2625,,,135652715,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,8.39999961853027,,IC50,,4.09999990463257,,=,"","","",11159437
Na<sub>v</sub>1.4,581,Scn4a,P15390,ENSRNOG00000012134,,,,,,,Rat,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,8.30000019073486,,-,,,,=,"","","",2559760
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Family selective,f,f,"",pIC50,,7.59999990463257,,IC50,,25,,=,"","","",8058462
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,AFT-II,2613,,,135651976,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,,7.5,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,ATX-II,2614,,,135652003,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,7.30000019073486,,7,-,,,,=,"","","",15169781|8660409
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,Bc-III,2615,,,135652013,Gating inhibitor,Slows inactivation,"",Not Determined,f,f,"",pEC50,,6.09999990463257,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.4,581,SCN4A,P35499,ENSG00000007314,,,,,,,Human,AM-6120,10119,,,381118829,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,6.98000001907349,,IC50,,104,,=,Determined in a PatchXpress electrophysiology experiment using HEK293 cells stably expressing hNa<sub>V</sub>1.4.,"","",30346167
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,batrachotoxin,2619,,,135652668,Activator,Full agonist,"",Family selective,f,f,"",pKd,,7.59999990463257,,Kd,,25.1000003814697,,=,"","","",2431264
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,aconitine,2617,,,135652663,Activator,Partial agonist,"",Not Determined,f,f,30-100,-,,,,-,,,,=,"","","",11826163|2433183
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,veratridine,2626,,,135652724,Activator,Partial agonist,"",Family selective,f,f,"",pEC50,,6.30000019073486,,EC50,,501,,=,"","","",2154667
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,GNE-616,10355,,,,Channel blocker,Inhibition,"",Not Determined,f,f,"",pKd,,6,,Kd,,1000,,>,Kd determined in a Dynaflow Manual Patch Clamp experiment.,"","",30943032
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,amiodarone,2566,,,135649937,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,5.69999980926514,,-,,,,=,"","","",2546697
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,bupivacaine,2397,,,135650032,Channel blocker,Pore blocker,Open-channel block,Not Determined,f,f,"",pIC50,,4.15999984741211,,IC50,,69500,,=,"","","",25692452
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,bupivacaine,2397,,,135650032,Channel blocker,Pore blocker,Blockade of inactivated channel,Not Determined,f,f,"",pIC50,,5.65999984741211,,IC50,,2180,,=,"","","",25692452
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,lidocaine,2623,,,135650521,Channel blocker,Pore blocker,"",Not Determined,f,t,"",pKd,,4.80000019073486,,-,,,,=,"","","",8786356
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,lidocaine,2623,,,135650521,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,,4.19999980926514,,-,,,,=,"","","",2546048
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,&mu;-conotoxin SmIIIA,7567,,,223365903,Channel blocker,Pore blocker,"",Selective,f,f,"",pKi,,5.5,,-,,,,=,Two-microelectrode of <i>Xenopus</i> oocytes expression rat Na<sub>v</sub>1.5.,"","",21652775
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,quinidine,2342,,,135650872,Channel blocker,Pore blocker,"",Not Determined,f,f,"",pIC50,5,,4.40000009536743,-,,,,=,"","","",2546048|8301556
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,ropivacaine,7602,,,223365937,Channel blocker,Pore blocker,Open-channel block,Not Determined,f,f,"",pIC50,,3.49000000953674,,IC50,,322200,,=,"","","",25692452
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,ropivacaine,7602,,,223365937,Channel blocker,Pore blocker,Blockade of inactivated channel,Not Determined,f,f,"",pIC50,,4.55999994277954,,IC50,,27300,,=,"","","",25692452
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,saxitoxin,2625,,,135652715,Channel blocker,Pore blocker,"",Family selective,f,f,"",pKd,,7.40000009536743,,-,,,,=,"","","",8967455|2175715
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,tetrodotoxin,2616,,,135652722,Channel blocker,Pore blocker,"",Family selective,f,f,"",pKd,,5.80000019073486,,Kd,,1520,,=,"","","",8967455|2175715
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,AFT-II,2613,,,135651976,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,7.19999980926514,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.5,582,Scn5a,P15389,ENSRNOG00000015049,,,,,,,Rat,&alpha;-scorpion toxin 2,2618,,,135651986,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pKd,,7.69999980926514,,-,,,,=,"","","",8663157
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,ATX-II,2614,,,135652003,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,7.30000019073486,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,Bc-III,2615,,,135652013,Gating inhibitor,Slows inactivation,Inhibitor of fast activation,Not Determined,f,f,"",pEC50,,6.5,,-,,,,=,"","","",15169781
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,jingzhaotoxin-III,2574,,,135652217,Gating inhibitor,Voltage-dependent inhibition,"",Selective,f,f,"",pKi,,6.5,,-,,,,=,Whole-cell voltage clamp of human embryonic kidney cells (HEK293) transfected with human Na<sub>v</sub>1.5.,"","",21665957
Na<sub>v</sub>1.5,582,SCN5A,Q14524,ENSG00000183873,,,,,,,Human,protoxin II,7571,,,223365907,Gating inhibitor,Voltage-dependent inhibition,"",Selective,f,f,"",pKi,,6.5,,-,,,,=,Whole-cell voltage clamp of human Na<sub>v</sub>1.5 channels expressed in human embryonic kidney cells (HEK293).,"","",12475222
