Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q96RA2	OR7D2_HUMAN	reviewed	Olfactory receptor 7D2 (HTPCRH03) (Olfactory receptor 19-4) (OR19-4) (Olfactory receptor OR19-10)	OR7D2	Homo sapiens (Human)	312
Q15238	PSG5_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 5 (PS-beta-G-5) (PSBG-5) (Pregnancy-specific glycoprotein 5) (Fetal liver non-specific cross-reactive antigen 3) (FL-NCA-3)	PSG5	Homo sapiens (Human)	335
Q00887	PSG9_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 9 (PS-beta-G-9) (PSBG-9) (Pregnancy-specific glycoprotein 9) (PS34) (Pregnancy-specific beta-1 glycoprotein B) (PS-beta-B) (Pregnancy-specific beta-1-glycoprotein 11) (PS-beta-G-11) (PSBG-11) (Pregnancy-specific glycoprotein 11) (Pregnancy-specific glycoprotein 7) (PSG7)	PSG9 PSG11	Homo sapiens (Human)	426
Q13438	OS9_HUMAN	reviewed	Protein OS-9 (Amplified in osteosarcoma 9)	OS9	Homo sapiens (Human)	667
Q9BXW6	OSBL1_HUMAN	reviewed	Oxysterol-binding protein-related protein 1 (ORP-1) (OSBP-related protein 1)	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B	Homo sapiens (Human)	950
Q9H1P3	OSBL2_HUMAN	reviewed	Oxysterol-binding protein-related protein 2 (ORP-2) (OSBP-related protein 2)	OSBPL2 KIAA0772 ORP2	Homo sapiens (Human)	480
Q9Y236	OSGI2_HUMAN	reviewed	Oxidative stress-induced growth inhibitor 2 (hT41)	OSGIN2 C8orf1	Homo sapiens (Human)	505
Q9BZF2	OSBL7_HUMAN	reviewed	Oxysterol-binding protein-related protein 7 (ORP-7) (OSBP-related protein 7)	OSBPL7 ORP7	Homo sapiens (Human)	842
Q8IYS5	OSCAR_HUMAN	reviewed	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)	OSCAR	Homo sapiens (Human)	282
Q13200	PSMD2_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908
O43242	PSMD3_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534
Q9UJX0	OSGI1_HUMAN	reviewed	Oxidative stress-induced growth inhibitor 1 (Ovary, kidney and liver protein 38) (huOKL38) (Pregnancy-induced growth inhibitor OKL38)	OSGIN1 OKL38	Homo sapiens (Human)	560
O60542	PSPN_HUMAN	reviewed	Persephin (PSP)	PSPN	Homo sapiens (Human)	156
Q6PGN9	PSRC1_HUMAN	reviewed	Proline/serine-rich coiled-coil protein 1	PSRC1 DDA3 FP3214	Homo sapiens (Human)	363
Q5XKR4	OTP_HUMAN	reviewed	Homeobox protein orthopedia	OTP	Homo sapiens (Human)	325
P32242	OTX1_HUMAN	reviewed	Homeobox protein OTX1 (Orthodenticle homolog 1)	OTX1	Homo sapiens (Human)	354
O14753	OVOL1_HUMAN	reviewed	Putative transcription factor Ovo-like 1 (hOvo1)	OVOL1	Homo sapiens (Human)	267
Q7L8S5	OTU6A_HUMAN	reviewed	OTU domain-containing protein 6A (EC 3.4.19.12) (DUBA-2)	OTUD6A DUBA2	Homo sapiens (Human)	288
Q6GQQ9	OTU7B_HUMAN	reviewed	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)	OTUD7B ZA20D1	Homo sapiens (Human)	843
Q96FW1	OTUB1_HUMAN	reviewed	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)	OTUB1 OTB1 OTU1 HSPC263	Homo sapiens (Human)	271
Q96DC9	OTUB2_HUMAN	reviewed	Ubiquitin thioesterase OTUB2 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB2) (OTU domain-containing ubiquitin aldehyde-binding protein 2) (Otubain-2) (Ubiquitin-specific-processing protease OTUB2)	OTUB2 C14orf137 OTB2 OTU2	Homo sapiens (Human)	234
Q15070	OXA1L_HUMAN	reviewed	Mitochondrial inner membrane protein OXA1L (Hsa) (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein)	OXA1L	Homo sapiens (Human)	435
A6NF01	P121B_HUMAN	reviewed	Putative nuclear envelope pore membrane protein POM 121B	POM121B	Homo sapiens (Human)	834
Q3SYA9	P12L1_HUMAN	reviewed	Putative POM121-like protein 1	POM121L1P POM121L1	Homo sapiens (Human)	428
Q96KW2	P12L2_HUMAN	reviewed	POM121-like protein 2	POM121L2 POM121L	Homo sapiens (Human)	1035
Q96RQ9	OXLA_HUMAN	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (Protein Fig-1) (hFIG1)	IL4I1 FIG1 UNQ636/PRO1265	Homo sapiens (Human)	567
Q99571	P2RX4_HUMAN	reviewed	P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor)	P2RX4	Homo sapiens (Human)	388
O15547	P2RX6_HUMAN	reviewed	P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1)	P2RX6 P2RXL1 P2X6	Homo sapiens (Human)	441
Q96A73	P33MX_HUMAN	reviewed	Putative monooxygenase p33MONOX (EC 1.-.-.-) (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	KIAA1191 P33MONOX	Homo sapiens (Human)	305
O00750	P3C2B_HUMAN	reviewed	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta)	PIK3C2B	Homo sapiens (Human)	1634
O75747	P3C2G_HUMAN	reviewed	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma (PI3K-C2-gamma) (PtdIns-3-kinase C2 subunit gamma) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-gamma)	PIK3C2G	Homo sapiens (Human)	1445
Q6IN85	P4R3A_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1)	PPP4R3A KIAA2010 PP4R3A SMEK1 MSTP033	Homo sapiens (Human)	833
Q9NXG6	P4HTM_HUMAN	reviewed	Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4)	P4HTM PH4	Homo sapiens (Human)	502
Q9BTU6	P4K2A_HUMAN	reviewed	Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha)	PI4K2A	Homo sapiens (Human)	479
Q86YP4	P66A_HUMAN	reviewed	Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A)	GATAD2A	Homo sapiens (Human)	633
P47712	PA24A_HUMAN	reviewed	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]	PLA2G4A CPLA2 PLA2G4	Homo sapiens (Human)	749
Q9UNK4	PA2GD_HUMAN	reviewed	Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)	PLA2G2D SPLASH	Homo sapiens (Human)	145
O15496	PA2GX_HUMAN	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	PLA2G10	Homo sapiens (Human)	165
Q96RD6	PANX2_HUMAN	reviewed	Pannexin-2	PANX2	Homo sapiens (Human)	677
Q96QZ0	PANX3_HUMAN	reviewed	Pannexin-3	PANX3	Homo sapiens (Human)	392
I0J062	PANO1_HUMAN	reviewed	Proapoptotic nucleolar protein 1	PANO1 PANO	Homo sapiens (Human)	215
Q4VXU2	PAP1L_HUMAN	reviewed	Polyadenylate-binding protein 1-like	PABPC1L C20orf119	Homo sapiens (Human)	614
P06454	PTMA_HUMAN	reviewed	Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1]	PTMA TMSA	Homo sapiens (Human)	111
Q9NVV4	PAPD1_HUMAN	reviewed	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	MTPAP PAPD1	Homo sapiens (Human)	582
Q9BXP8	PAPP2_HUMAN	reviewed	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	PAPPA2 PLAC3	Homo sapiens (Human)	1791
Q06124	PTN11_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	597
Q8TEZ7	PAQR8_HUMAN	reviewed	Membrane progestin receptor beta (mPR beta) (Lysosomal membrane protein in brain 1) (Membrane progesterone P4 receptor beta) (Membrane progesterone receptor beta) (Progesterone and adipoQ receptor family member 8) (Progestin and adipoQ receptor family member 8) (Progestin and adipoQ receptor family member VIII)	PAQR8 C6orf33 LMPB1 MPRB	Homo sapiens (Human)	354
Q6ZVX9	PAQR9_HUMAN	reviewed	Membrane progestin receptor epsilon (mPR epsilon) (Membrane progesterone P4 receptor epsilon) (Membrane progesterone receptor epsilon) (Progesterone and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member IX)	PAQR9	Homo sapiens (Human)	377
Q15678	PTN14_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez)	PTPN14 PEZ PTPD2	Homo sapiens (Human)	1187
Q15546	PAQRB_HUMAN	reviewed	Monocyte to macrophage differentiation factor (Progestin and adipoQ receptor family member 11) (Progestin and adipoQ receptor family member XI)	MMD PAQR11	Homo sapiens (Human)	238
Q9NR21	PAR11_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11)	PARP11 C12orf6	Homo sapiens (Human)	338
Q460N5	PAR14_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)	PARP14 BAL2 KIAA1268	Homo sapiens (Human)	1801
Q460N3	PAR15_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP15 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 7) (ARTD7) (B-aggressive lymphoma protein 3) (Poly [ADP-ribose] polymerase 15) (PARP-15)	PARP15 BAL3	Homo sapiens (Human)	678
Q9Y2R2	PTN22_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 22 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP) (Lymphoid phosphatase) (LyP) (PEST-domain phosphatase) (PEP)	PTPN22 PTPN8	Homo sapiens (Human)	807
Q9H3S7	PTN23_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
P25116	PAR1_HUMAN	reviewed	Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)	F2R CF2R PAR1 TR	Homo sapiens (Human)	425
P26045	PTN3_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase H1) (PTP-H1)	PTPN3 PTPH1	Homo sapiens (Human)	913
P29074	PTN4_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)	PTPN4	Homo sapiens (Human)	926
P29350	PTN6_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595
P35236	PTN7_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 7 (EC 3.1.3.48) (Hematopoietic protein-tyrosine phosphatase) (HEPTP) (Protein-tyrosine phosphatase LC-PTP)	PTPN7	Homo sapiens (Human)	360
Q96RI0	PAR4_HUMAN	reviewed	Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)	F2RL3 PAR4	Homo sapiens (Human)	385
P43378	PTN9_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)	PTPN9	Homo sapiens (Human)	593
Q9NPB6	PAR6A_HUMAN	reviewed	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)	PARD6A PAR6A	Homo sapiens (Human)	346
Q9BYG5	PAR6B_HUMAN	reviewed	Partitioning defective 6 homolog beta (PAR-6 beta) (PAR-6B)	PARD6B PAR6B	Homo sapiens (Human)	372
Q9BYG4	PAR6G_HUMAN	reviewed	Partitioning defective 6 homolog gamma (PAR-6 gamma) (PAR6D)	PARD6G PAR6G	Homo sapiens (Human)	376
P21246	PTN_HUMAN	reviewed	Pleiotrophin (PTN) (Heparin-binding brain mitogen) (HBBM) (Heparin-binding growth factor 8) (HBGF-8) (Heparin-binding growth-associated molecule) (HB-GAM) (Heparin-binding neurite outgrowth-promoting factor) (HBNF) (Heparin-binding neurite outgrowth-promoting factor 1) (HBNF-1) (Osteoblast-specific factor 1) (OSF-1)	PTN HBNF1 NEGF1	Homo sapiens (Human)	168
Q8TEW0	PARD3_HUMAN	reviewed	Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)	PARD3 PAR3 PAR3A	Homo sapiens (Human)	1356
P28827	PTPRM_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)	PTPRM PTPRL1	Homo sapiens (Human)	1452
Q86W56	PARG_HUMAN	reviewed	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)	PARG	Homo sapiens (Human)	976
Q15256	PTPRR_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase R (R-PTP-R) (EC 3.1.3.48) (Ch-1PTPase) (NC-PTPCOM1) (Protein-tyrosine phosphatase PCPTP1)	PTPRR ECPTP PTPRQ	Homo sapiens (Human)	657
Q99497	PARK7_HUMAN	reviewed	Protein/nucleic acid deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Maillard deglycase) (Oncogene DJ1) (Parkinson disease protein 7) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1)	PARK7	Homo sapiens (Human)	189
P23471	PTPRZ_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	Homo sapiens (Human)	2315
Q9H300	PARL_HUMAN	reviewed	Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]	PARL PSARL PRO2207	Homo sapiens (Human)	379
Q9Y6F1	PARP3_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (hPARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)	PARP3 ADPRT3 ADPRTL3	Homo sapiens (Human)	533
Q8WXA2	PATE1_HUMAN	reviewed	Prostate and testis expressed protein 1	PATE1 PATE	Homo sapiens (Human)	126
Q6UY27	PATE2_HUMAN	reviewed	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)	PATE2 C11orf38 UNQ3112/PRO10144	Homo sapiens (Human)	113
B3GLJ2	PATE3_HUMAN	reviewed	Prostate and testis expressed protein 3 (Acrosomal vesicle protein HEL-127) (PATE-like protein DJ) (PATE-DJ)	PATE3	Homo sapiens (Human)	98
P0C8F1	PATE4_HUMAN	reviewed	Prostate and testis expressed protein 4 (PATE-like protein B) (PATE-B)	PATE4	Homo sapiens (Human)	98
Q9NZH5	PTTG2_HUMAN	reviewed	Securin-2 (Pituitary tumor-transforming gene 2 protein)	PTTG2	Homo sapiens (Human)	202
Q9NZH4	PTTG3_HUMAN	reviewed	Putative pituitary tumor-transforming gene 3 protein (hPTTG3) (Securin-3) (rcPTTG1)	PTTG3P PTTG3	Homo sapiens (Human)	202
P53801	PTTG_HUMAN	reviewed	Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor)	PTTG1IP C21orf1 C21orf3	Homo sapiens (Human)	180
Q86TB9	PATL1_HUMAN	reviewed	Protein PAT1 homolog 1 (PAT1-like protein 1) (Protein PAT1 homolog b) (Pat1b) (hPat1b)	PATL1 OK/KNS-cl.5	Homo sapiens (Human)	770
C9JE40	PATL2_HUMAN	reviewed	Protein PAT1 homolog 2 (PAT1-like protein 2) (Protein PAT1 homolog a) (Pat1a) (hPat1a)	PATL2	Homo sapiens (Human)	543
Q96A99	PTX4_HUMAN	reviewed	Pentraxin-4	PTX4 C16orf38	Homo sapiens (Human)	478
Q9HBE1	PATZ1_HUMAN	reviewed	POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	Homo sapiens (Human)	687
O43772	MCAT_HUMAN	reviewed	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20)	SLC25A20 CAC CACT	Homo sapiens (Human)	301
P33032	MC5R_HUMAN	reviewed	Melanocortin receptor 5 (MC5-R) (MC-2)	MC5R	Homo sapiens (Human)	325
Q5M9Q1	NKAPL_HUMAN	reviewed	NKAP-like protein	NKAPL C6orf194	Homo sapiens (Human)	402
Q12866	MERTK_HUMAN	reviewed	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	MERTK MER	Homo sapiens (Human)	999
Q8IVI9	NOSTN_HUMAN	reviewed	Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)	NOSTRIN	Homo sapiens (Human)	506
Q8N3J2	METL4_HUMAN	reviewed	Methyltransferase-like protein 4 (EC 2.1.1.-)	METTL4	Homo sapiens (Human)	472
Q8TCB7	METL6_HUMAN	reviewed	Methyltransferase-like protein 6 (EC 2.1.1.-)	METTL6	Homo sapiens (Human)	284
Q5SR56	MF14B_HUMAN	reviewed	Hippocampus abundant transcript-like protein 1 (Major facilitator superfamily domain-containing 14B)	MFSD14B HIATL1	Homo sapiens (Human)	506
Q12980	NPRL3_HUMAN	reviewed	GATOR complex protein NPRL3 (-14 gene protein) (Alpha-globin regulatory element-containing gene protein) (Nitrogen permease regulator 3-like protein) (Protein CGTHBA)	NPRL3 C16orf35 CGTHBA MARE	Homo sapiens (Human)	569
Q14916	NPT1_HUMAN	reviewed	Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1)	SLC17A1 NPT1	Homo sapiens (Human)	467
Q06495	NPT2A_HUMAN	reviewed	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	SLC34A1 NPT2 SLC17A2	Homo sapiens (Human)	639
Q8N130	NPT2C_HUMAN	reviewed	Sodium-dependent phosphate transport protein 2C (Sodium-phosphate transport protein 2C) (Na(+)-dependent phosphate cotransporter 2C) (Sodium/inorganic phosphate cotransporter IIC) (Sodium/phosphate cotransporter 2C) (Na(+)/Pi cotransporter 2C) (NaPi-2c) (Solute carrier family 34 member 3)	SLC34A3 NPT2C NPTIIC	Homo sapiens (Human)	599
Q9Y639	NPTN_HUMAN	reviewed	Neuroplastin (Stromal cell-derived receptor 1) (SDR-1)	NPTN SDFR1 SDR1	Homo sapiens (Human)	398
Q15818	NPTX1_HUMAN	reviewed	Neuronal pentraxin-1 (NP1) (Neuronal pentraxin I) (NP-I)	NPTX1	Homo sapiens (Human)	432
Q99463	NPY6R_HUMAN	reviewed	Putative neuropeptide Y receptor type 6 (NPY6-R) (NPY Y1-like receptor) (Putative pancreatic polypeptide receptor 2) (PP2)	NPY6R NPY1RL Y2B	Homo sapiens (Human)	290
P01303	NPY_HUMAN	reviewed	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	NPY	Homo sapiens (Human)	97
P15559	NQO1_HUMAN	reviewed	NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)	NQO1 DIA4 NMOR1	Homo sapiens (Human)	274
P16083	NQO2_HUMAN	reviewed	Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)	NQO2 NMOR2	Homo sapiens (Human)	231
Q5TGZ0	MIC10_HUMAN	reviewed	MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1)	MICOS10 C1orf151 MIC10 MINOS1	Homo sapiens (Human)	78
Q5XKP0	MIC13_HUMAN	reviewed	MICOS complex subunit MIC13 (Protein P117)	MICOS13 C19orf70 MIC13 QIL1	Homo sapiens (Human)	118
Q9NX63	MIC19_HUMAN	reviewed	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	CHCHD3 MIC19 MINOS3	Homo sapiens (Human)	227
Q9BRQ6	MIC25_HUMAN	reviewed	MICOS complex subunit MIC25 (Coiled-coil-helix cristae morphology protein 1) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6)	CHCHD6 CHCM1 MIC25	Homo sapiens (Human)	235
Q16891	MIC60_HUMAN	reviewed	MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)	IMMT HMP MIC60 MINOS2 PIG4 PIG52	Homo sapiens (Human)	758
Q8TDZ2	MICA1_HUMAN	reviewed	[F-actin]-monooxygenase MICAL1 (EC 1.14.13.225) (Molecule interacting with CasL protein 1) (MICAL-1) (NEDD9-interacting protein with calponin homology and LIM domains)	MICAL1 MICAL NICAL	Homo sapiens (Human)	1067
L0R8F8	MIDUO_HUMAN	reviewed	MIEF1 upstream open reading frame protein (Alternative MIEF1 protein) (AltMIEF1) (MIEF1 microprotein) (MIEF1-MP)	MIEF1	Homo sapiens (Human)	70
Q9BRT3	MIEN1_HUMAN	reviewed	Migration and invasion enhancer 1 (HBV X-transactivated gene 4 protein) (HBV XAg-transactivated protein 4) (Protein C35)	MIEN1 C17orf37 RDX12 XTP4	Homo sapiens (Human)	115
Q29983	MICA_HUMAN	reviewed	MHC class I polypeptide-related sequence A (MIC-A)	MICA PERB11.1	Homo sapiens (Human)	383
Q6ZW33	MICLK_HUMAN	reviewed	MICAL C-terminal-like protein (Mical-cL) (ERK2-binding testicular protein 1) (Ebitein-1)	MICALCL	Homo sapiens (Human)	695
Q8IYU8	MICU2_HUMAN	reviewed	Calcium uptake protein 2, mitochondrial (EF-hand domain-containing family member A1)	MICU2 EFHA1	Homo sapiens (Human)	434
Q9NQG6	MID51_HUMAN	reviewed	Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like) (SMCR7-like protein)	MIEF1 MID51 SMCR7L	Homo sapiens (Human)	463
Q8N344	MIER2_HUMAN	reviewed	Mesoderm induction early response protein 2 (Mi-er2)	MIER2 KIAA1193	Homo sapiens (Human)	545
Q7Z3K6	MIER3_HUMAN	reviewed	Mesoderm induction early response protein 3 (Mi-er3)	MIER3	Homo sapiens (Human)	550
Q7L4E1	MIGA2_HUMAN	reviewed	Mitoguardin 2 (Protein FAM73B)	MIGA2 C9orf54 FAM73B PSEC0112	Homo sapiens (Human)	593
Q8IY33	MILK2_HUMAN	reviewed	MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)	MICALL2 JRAB	Homo sapiens (Human)	904
O75469	NR1I2_HUMAN	reviewed	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)	NR1I2 PXR	Homo sapiens (Human)	434
Q14994	NR1I3_HUMAN	reviewed	Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)	NR1I3 CAR	Homo sapiens (Human)	352
